         11977072 function calls (11799082 primitive calls) in 155.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core_schema.py:371(WrapSerializerFunctionSerSchema)
        1    0.000    0.000    0.000    0.000 model_version_search.py:4(ModelVersionSearch)
        8    0.000    0.000    0.000    0.000 logged_model_tag.py:18(key)
        1    0.000    0.000    0.000    0.000 contextvars_context.py:11(ContextVarsRuntimeContext)
        1    0.000    0.000    0.000    0.000 instrument.py:199(_ProxyCounter)
        1    0.000    0.000    0.000    0.000 response.py:66(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 span.py:48(SpanType)
        1    0.000    0.000    0.000    0.000 events.py:395(LogBatchEvent)
        1    0.000    0.000    0.000    0.000 events.py:674(TraceAttachmentsEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:140(_BaseVersion)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 csv.py:119(excel)
        1    0.000    0.000    0.000    0.000 format.py:868(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 stata.py:3028(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 resources.py:101(DatabricksUCConnection)
        1    0.000    0.000    0.000    0.000 utils.py:1889(MockDbutils)
        1    0.000    0.000    0.000    0.000 headerregistry.py:104(Group)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:395(NameAddr)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10761(_SimpleNormal)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1301(zipf_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5537(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 registry.py:77(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1046(_CacheType)
        1    0.000    0.000    0.000    0.000 core.py:6636(Suppress)
        4    0.000    0.000    0.000    0.000 artist.py:1103(get_label)
        1    0.000    0.000    0.000    0.000 code.py:1267(ExceptionChainRepr)
        1    0.000    0.000    0.000    0.000 warning_types.py:126(UnformattedWarning)
        1    0.000    0.000    0.000    0.000 arffread.py:1(<module>)
        8    0.000    0.000    0.000    0.000 palette.py:14(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1653(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1215(_Sparse_Matrix_coo)
        3    0.000    0.000    0.000    0.000 langhelpers.py:1516(__init__)
        1    0.000    0.000    0.000    0.000 elements.py:2643(_instance)
        1    0.000    0.000    0.000    0.000 schema.py:259(HasConditionalDDL)
        1    0.000    0.000    0.000    0.000 characteristics.py:95(IsolationLevelCharacteristic)
        1    0.000    0.000    0.000    0.000 collections.py:1222(extend)
        1    0.000    0.000    0.000    0.000 bulk_persistence.py:1166(default_insert_options)
        1    0.000    0.000    0.000    0.000 dependency.py:866(DetectKeySwitch)
        7    0.000    0.000    0.000    0.000 data.py:43(something)
        1    0.000    0.000    0.000    0.000 pdb.py:288(_PdbInteractiveConsole)
        2    0.000    0.000    0.000    0.000 _version.py:76(_compare_version)
        1    0.000    0.000    0.000    0.000 tree.py:902(ImportName)
        1    0.000    0.000    0.000    0.000 fun.py:217(DeltaChunkList)
        1    0.000    0.000    0.000    0.000 typing.py:206(_is_param_expr)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 _array_like.py:31(_SupportsArray)
        1    0.000    0.000    0.000    0.000 events.py:632(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:23(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 text_format.py:58(ParseError)
        1    0.000    0.000    0.000    0.000 core_schema.py:3193(ModelSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:873(StringSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:203(FieldSerializationInfo)
        1    0.000    0.000    0.000    0.000 introspection.py:336(ForbiddenQualifier)
        1    0.000    0.000    0.000    0.000 entity_type.py:9(EntityAssociationType)
        4    0.000    0.000    0.000    0.000 logged_model.py:100(artifact_location)
        1    0.000    0.000    0.000    0.000 _decorators.py:55(FieldValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _generics.py:42(LimitedDict)
        1    0.000    0.000    0.000    0.000 __init__.py:40(PydanticPluginProtocol)
        1    0.000    0.000    0.000    0.000 _utils.py:380(SafeGetItemProxy)
        1    0.000    0.000    0.000    0.000 types.py:2223(FutureDate)
        2    0.000    0.000    0.000    0.000 types.py:2572(__hash__)
        4    0.000    0.000    0.000    0.000 run.py:58(outputs)
        1    0.000    0.000    0.000    0.000 _decorator.py:24(_AgnosticContextManager)
        1    0.000    0.000    0.000    0.000 logging_utils.py:144(SensitiveQueryParamFilter)
        1    0.000    0.000    0.000    0.000 handlers.py:543(SocketHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:788(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 gb18030.py:12(Codec)
        1    0.000    0.000    0.000    0.000 models.py:325(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 poolmanager.py:506(ProxyManager)
        1    0.000    0.000    0.000    0.000 request.py:805(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:1227(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 events.py:165(CreateLoggedModelEvent)
        1    0.000    0.000    0.000    0.000 events.py:483(GatewayListEndpointsEvent)
        1    0.000    0.000    0.000    0.000 sampling.py:14(_MlflowSampler)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        3    0.000    0.000    0.000    0.000 core.py:906(__init__)
        1    0.000    0.000    0.000    0.000 base.py:2428(ExtensionArraySupportsAnyAll)
        2    0.000    0.000    0.000    0.000 indexing.py:1666(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:968(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 ops.py:339(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:500(UnaryOp)
        1    0.000    0.000    0.000    0.000 html.py:695(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:1935(TableIterator)
        1    0.000    0.000    0.000    0.000 search.py:90(_ParsedField)
        1    0.000    0.000    0.000    0.000 routing.py:226(_DefaultLifespan)
        1    0.000    0.000    0.000    0.000 _sockets.py:284(UDPSocket)
        1    0.000    0.000    0.000    0.000 networks.py:774(CockroachDsn)
        1    0.000    0.000    0.000    0.000 networks.py:884(MySQLDsn)
        1    0.000    0.000    0.000    0.000 datastructures.py:153(DefaultPlaceholder)
        6    0.000    0.000    0.000    0.000 model.py:582(signature)
        1    0.000    0.000    0.000    0.000 validation.py:143(_MetricValidationResult)
        1    0.000    0.000    0.000    0.000 specifiers.py:152(_LowerBound)
        1    0.000    0.000    0.000    0.000 environment.py:1069(Environment)
        1    0.000    0.000    0.000    0.000 signature.py:307(_TypeHints)
        1    0.000    0.000    0.000    0.000 _aliases.py:137(floor)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:426(DateTime)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:20(MemoizeDer)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:129(EnergyState)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1626(_ShapeInfo)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9294(rice_gen)
        1    0.000    0.000    0.000    0.000 _resampling.py:2170(MonteCarloMethod)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1802(TukeyHSDResult)
        1    0.000    0.000    0.000    0.000 _plot.py:11(_BaseCurveDisplay)
        1    0.000    0.000    0.000    0.000 _docstring.py:86(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 ImageFile.py:879(PyEncoder)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 ticker.py:2670(AsinhLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2740(TransformedPath)
        1    0.000    0.000    0.000    0.000 core.py:2627(_PendingSkip)
        4    0.000    0.000    0.000    0.000 colorizer.py:575(get_array)
        1    0.000    0.000    0.000    0.000 c_lexer.py:54(input)
        1    0.000    0.000    0.000    0.000 _ridge.py:1674(_XT_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _base.py:1044(RadiusNeighborsMixin)
        6    0.000    0.000    0.000    0.000 sqlalchemy_store.py:1735(_set_tags)
        1    0.000    0.000    0.000    0.000 _testing.py:383(TempMemmap)
        1    0.000    0.000    0.000    0.000 __init__.py:992(_DeprecatedInicfgProxy)
        1    0.000    0.000    0.000    0.000 reports.py:456(CollectReport)
        1    0.000    0.000    0.000    0.000 terminal.py:348(WarningReport)
        1    0.000    0.000    0.000    0.000 _idl.py:629(AttrDict)
        1    0.000    0.000    0.000    0.000 __init__.py:53(_FMMThreadPoolCtlController)
        1    0.000    0.000    0.000    0.000 backend_tools.py:825(ToolPan)
        1    0.000    0.000    0.000    0.000 patches.py:2785(_Base)
        1    0.000    0.000    0.000    0.000 widgets.py:3662(LassoSelector)
        1    0.000    0.000    0.000    0.000 figure.py:79(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1808(SubplotTool)
        1    0.000    0.000    0.000    0.000 mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 polar.py:707(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:465(RadialLocator)
        1    0.000    0.000    0.000    0.000 schema.py:3512(_InsertSentinelColumnDefault)
        1    0.000    0.000    0.000    0.000 schema.py:3589(CallableColumnDefault)
        7    0.000    0.000    0.000    0.000 sqltypes.py:3175(_set_parent)
        1    0.000    0.000    0.000    0.000 lambdas.py:427(DeferredLambdaElement)
        1    0.000    0.000    0.000    0.000 functions.py:1858(current_user)
        1    0.000    0.000    0.000    0.000 functions.py:1872(localtimestamp)
        1    0.000    0.000    0.000    0.000 collections.py:1251(clear)
        1    0.000    0.000    0.000    0.000 interfaces.py:351(_MapsColumns)
        1    0.000    0.000    0.000    0.000 relationships.py:282(_RelationshipArgs)
        1    0.000    0.000    0.000    0.000 dependency.py:641(ManyToOneDP)
        1    0.000    0.000    0.000    0.000 util.py:23(PluginLoader)
        1    0.000    0.000    0.000    0.000 psycopg.py:788(AsyncAdaptFallback_psycopg_connection)
        1    0.000    0.000    0.000    0.000 _cipheralgorithm.py:38(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 modes.py:43(ModeWithTweak)
        1    0.000    0.000    0.000    0.000 algorithms.py:82(IDEA)
        1    0.000    0.000    0.000    0.000 base.py:22(Attrs)
        3    0.000    0.000    0.000    0.000 magic.py:86(needs_local_scope)
        1    0.000    0.000    0.000    0.000 pygments.py:33(SyntaxSync)
        1    0.000    0.000    0.000    0.000 minidom.py:2022(getDOMImplementation)
        1    0.000    0.000    0.000    0.000 pdb.py:213(_ModuleTarget)
        1    0.000    0.000    0.000    0.000 executing.py:485(SentinelNodeFinder)
        1    0.000    0.000    0.000    0.000 executing.py:396(QualnameVisitor)
        1    0.000    0.000    0.000    0.000 function.py:26(LambdaName)
        1    0.000    0.000    0.000    0.000 instance.py:516(LazyInstanceClassName)
        1    0.000    0.000    0.000    0.000 stdlib.py:476(PartialObject)
        1    0.000    0.000    0.000    0.000 util.py:755(CallableRemoteProgress)
        1    0.000    0.000    0.000    0.000 util.py:1080(BlockingLockFile)
        1    0.000    0.000    0.000    0.000 _capture_modules.py:33(_CaptureImportedModules)
        1    0.000    0.000    0.000    0.000 functional_serializers.py:89(WrapSerializer)
        6    0.000    0.000    0.000    0.000 cookies.py:121(__init__)
        5    0.000    0.000    0.000    0.000 expr.py:121(_compose2)
        8    0.000    0.000    0.000    0.000 backend_macosx.py:125(<genexpr>)
        6    0.000    0.000    0.000    0.000 indexing.py:942(<genexpr>)
       11    0.000    0.000    0.000    0.000 accessors.py:155(<lambda>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 process_executor.py:279(_CallItem)
        1    0.000    0.000    0.000    0.000 _common.py:176(Error)
        1    0.000    0.000    0.000    0.000 _exceptions.py:37(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _internal.py:211(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:591(_Stream)
        1    0.000    0.000    0.000    0.000 descriptor.py:1075(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:615(_caller)
        1    0.000    0.000    0.000    0.000 core_schema.py:1000(DateSchema)
        1    0.000    0.000    0.000    0.000 _docs_extraction.py:12(DocstringVisitor)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:21(GenerateJsonSchemaHandler)
        1    0.000    0.000    0.000    0.000 types.py:2280(AwareDatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:219(NoOpTracerProvider)
        1    0.000    0.000    0.000    0.000 instrument.py:179(NoOpCounter)
        6    0.000    0.000    0.000    0.000 run_outputs.py:11(__init__)
        1    0.000    0.000    0.000    0.000 config.py:26(TracingConfigContext)
        1    0.000    0.000    0.000    0.000 instrument.py:36(CallbackOptions)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        1    0.000    0.000    0.000    0.000 request.py:1564(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 gzip.py:502(_GzipReader)
        1    0.000    0.000    0.000    0.000 workspace_context.py:73(WorkspaceContext)
        1    0.000    0.000    0.000    0.000 events.py:226(MergeRecordsEvent)
        1    0.000    0.000    0.000    0.000 events.py:379(LogMetricEvent)
        1    0.000    0.000    0.000    0.000 events.py:443(GatewayCreateEndpointEvent)
        1    0.000    0.000    0.000    0.000 events.py:493(GatewayCreateModelDefinitionEvent)
        1    0.000    0.000    0.000    0.000 events.py:537(GatewayCreateGuardrailEvent)
