         11977072 function calls (11799082 primitive calls) in 155.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 jvm.py:448(GosuLexer)
        1    0.000    0.000    0.000    0.000 _rfe.py:558(RFECV)
        2    0.000    0.000    0.000    0.000 visitors.py:706(chain)
      164    0.000    0.000    0.000    0.000 attr.py:568(for_modify)
       25    0.000    0.000    0.000    0.000 fields.py:1441(__set_name__)
       21    0.000    0.000    0.000    0.000 subprocess.py:1252(_remaining_time)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lisp.py:2839(JanetLexer)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9359(irwinhall_gen)
        1    0.000    0.000    0.000    0.000 _linear_loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webmisc.py:811(QmlLexer)
        4    0.000    0.000    0.000    0.000 fluent.py:747(active_run)
      150    0.000    0.000    0.000    0.000 param.py:22(key)
        1    0.000    0.000    0.000    0.000 workspace_rest_store_mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getattr_static.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logging.py:28(LoggingMagics)
       55    0.000    0.000    0.000    0.000 control_codes.py:10(<genexpr>)
      111    0.000    0.000    0.000    0.000 __init__.py:736(__init__)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 main.py:576(Session)
        8    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencodeerrors}
        1    0.000    0.000    0.000    0.000 formatting.py:110(HelpFormatter)
        1    0.000    0.000    0.000    0.000 base.py:330(_should_wrap_creator)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
      106    0.000    0.000    0.000    0.000 backend_bases.py:918(set_url)
       38    0.000    0.000    0.000    0.000 elements.py:3109(<genexpr>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _label.py:795(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 registered_model_tag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:114(FunctionElement)
        1    0.000    0.000    0.000    0.000 _stop_words.py:1(<module>)
       18    0.000    0.000    0.000    0.000 c_parser.py:496(_starts_declaration)
        3    0.000    0.000    0.000    0.000 _array_api.py:453(xp_ravel)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1127(Polygon)
        4    0.000    0.000    0.000    0.000 sqlalchemy_store.py:916(_check_experiment_is_active)
        1    0.000    0.000    0.000    0.000 laminar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        6    0.000    0.000    0.000    0.000 socket.py:744(readable)
        1    0.000    0.000    0.000    0.000 html.py:501(PugLexer)
       98    0.000    0.000    0.000    0.000 font_manager.py:906(set_file)
       16    0.000    0.000    0.000    0.000 plistlib.py:200(handle_begin_element)
       68    0.000    0.000    0.000    0.000 relationships.py:1567(_effective_sync_backref)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 run_batch.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 digest_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:669(Bbox)
        1    0.000    0.000    0.000    0.000 conversion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
       10    0.000    0.000    0.000    0.000 parallel.py:770(_return_or_raise)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
       21    0.000    0.000    0.000    0.000 version.py:100(__lt__)
       41    0.000    0.000    0.000    0.000 argparse.py:1627(_check_conflict)
        1    0.000    0.000    0.000    0.000 pyplot.py:555(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 gruvbox.py:20(GruvboxDarkStyle)
        1    0.000    0.000    0.000    0.000 execution.py:161(Timer)
       61    0.000    0.000    0.000    0.000 base.py:1234(__init__)
        1    0.000    0.000    0.000    0.000 logging.py:403(LogCaptureFixture)
        1    0.000    0.000    0.000    0.000 base.py:1511(ColumnCollection)
       13    0.000    0.000    0.000    0.000 html.py:42(get_current_style)
       14    0.000    0.000    0.000    0.000 compiler.py:740(<genexpr>)
       75    0.000    0.000    0.000    0.000 langhelpers.py:1221(__init__)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 Image.py:3895(register_extensions)
        1    0.000    0.000    0.000    0.000 decl_api.py:1114(registry)
       14    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       13    0.000    0.000    0.000    0.000 _collections.py:500(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 core.py:4166(__init__)
        1    0.000    0.000    0.000    0.000 scripting.py:507(MoonScriptLexer)
      156    0.000    0.000    0.000    0.000 core.py:912(postParse)
        2    0.000    0.000    0.000    0.000 threadpoolctl.py:1195(<genexpr>)
       10    0.000    0.000    0.000    0.000 paged_list.py:13(__init__)
        2    0.000    0.000    0.000    0.000 validation.py:698(_validate_logged_model_name)
        1    0.000    0.000    0.000    0.000 patches.py:1226(Wedge)
       33    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 flavor_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1614(SQLDatabase)
        5    0.000    0.000    0.000    0.000 constants.py:304(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:311(get_window_extent)
        4    0.000    0.000    0.000    0.000 cursor.py:2094(rowcount)
        1    0.000    0.000    0.000    0.000 ml_package_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generator.py:69(DFAState)
        6    0.000    0.000    0.000    0.000 events.py:398(parse)
      112    0.000    0.000    0.000    0.000 compiler.py:2165(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 raises.py:731(RaisesGroup)
       54    0.000    0.000    0.000    0.000 elements.py:2979(_append_inplace)
        8    0.000    0.000    0.000    0.000 transforms.py:947(x0)
        3    0.000    0.000    0.000    0.000 util.py:64(post_clear_cache)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacypath.py:253(LegacyTestdirPlugin)
        5    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 thread_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:94(_E)
        1    0.000    0.000    0.000    0.000 spring_ai.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generics.py:47(LazyGenericManager)
        1    0.000    0.000    0.000    0.000 0a8213491aaa_drop_duplicate_killed_constraint.py:1(<module>)
       76    0.000    0.000    0.000    0.000 unitofwork.py:446(<lambda>)
        2    0.000    0.000    0.000    0.000 argparse.py:334(get_lines)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
       10    0.000    0.000    0.000    0.000 core.py:708(getdata)
      129    0.000    0.000    0.000    0.000 results.py:31(__getitem__)
       16    0.000    0.000    0.000    0.000 process.py:213(authkey)
       38    0.000    0.000    0.000    0.000 image.py:126(<genexpr>)
        3    0.000    0.000    0.000    0.000 retry.py:403(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9681(skewnorm_gen)
        1    0.000    0.000    0.000    0.000 type_adapter.py:69(TypeAdapter)
        3    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _distr_params.py:1(<module>)
       53    0.000    0.000    0.000    0.000 selectable.py:1537(<lambda>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 _docscrape.py:112(NumpyDocString)
        1    0.000    0.000    0.000    0.000 _polyint.py:120(_set_yi)
        1    0.000    0.000    0.000    0.000 html.py:107(DtdLexer)
        1    0.000    0.000    0.000    0.000 selectable.py:1234(Join)
        2    0.000    0.000    0.000    0.000 result.py:538(iterrows)
        1    0.000    0.000    0.000    0.000 mem.py:1(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:815(__repr__)
        2    0.000    0.000    0.000    0.000 _coo.py:167(_getnnz)
        1    0.000    0.000    0.000    0.000 core.py:2631(wrapped_method)
        1    0.000    0.000    0.000    0.000 _param_validation.py:676(HasMethods)
        1    0.000    0.000    0.000    0.000 {method '_timer_start' of 'matplotlib.backends._macosx.Timer' objects}
        1    0.000    0.000    0.000    0.000 layout_engine.py:145(__init__)
       46    0.000    0.000    0.000    0.000 base.py:1678(name)
       21    0.000    0.000    0.000    0.000 _codata.py:2129(value)
        1    0.000    0.000    0.000    0.000 base64.py:121(urlsafe_b64decode)
        1    0.000    0.000    0.000    0.000 bdb.py:18(Bdb)
       21    0.000    0.000    0.000    0.000 _array_api.py:646(_is_xp_namespace)
       38    0.000    0.000    0.000    0.000 unitofwork.py:231(memo)
        5    0.000    0.000    0.000    0.000 terminal_theme.py:20(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 __init__.py:1107(Tracer)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
        1    0.000    0.000    0.000    0.000 _bsplines.py:70(BSpline)
        1    0.000    0.000    0.000    0.000 strategies.py:1463(SubqueryLoader)
        7    0.000    0.000    0.000    0.000 plistlib.py:278(end_string)
        2    0.000    0.000    0.000    0.000 elements.py:3498(__init__)
       30    0.000    0.000    0.000    0.000 sqltypes.py:2046(_strict_as_bool)
       10    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 generic.py:4017(_maybe_update_cacher)
        1    0.000    0.000    0.000    0.000 _nmf.py:1317(NMF)
        1    0.000    0.000    0.000    0.000 display_functions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:518(__str__)
       13    0.000    0.000    0.000    0.000 argparse.py:254(add_usage)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 _context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flavor_backend_registry.py:1(<module>)
        2    0.000    0.000    0.000    0.000 compiler.py:6298(update_tables_clause)
        1    0.000    0.000    0.000    0.000 lisp.py:483(HyLexer)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3558(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4405(gumbel_l_gen)
        3    0.000    0.000    0.000    0.000 __init__.py:54(__get__)
        4    0.000    0.000    0.000    0.000 selectable.py:4076(set_label_style)
       12    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        3    0.000    0.000    0.000    0.000 __init__.py:277(__setitem__)
        2    0.000    0.000    0.000    0.000 types.py:98(prepare_class)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2310(new_timer)
        3    0.000    0.000    0.000    0.000 selectable.py:1656(_hide_froms)
        2    0.000    0.000    0.000    0.000 colorizer.py:584(changed)
       24    0.000    0.000    0.000    0.000 patches.py:2351(<genexpr>)
        2    0.000    0.000    0.000    0.000 _helpers.py:318(is_numpy_namespace)
        3    0.000    0.000    0.000    0.000 registry.py:202(is_valid_backend)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        3    0.000    0.000    0.000    0.000 context.py:2955(setup_compile_state)
        8    0.000    0.000    0.000    0.000 spines.py:209(register_axis)
       88    0.000    0.000    0.000    0.000 spines.py:565(__getattr__)
        1    0.000    0.000    0.000    0.000 databricks_notebook_experiment_provider.py:11(DatabricksNotebookExperimentProvider)
       12    0.000    0.000    0.000    0.000 cache_key.py:662(visit_multi)
        5    0.000    0.000    0.000    0.000 configparser.py:1174(_unify_values)
        6    0.000    0.000    0.000    0.000 generic.py:4607(_is_view)
        3    0.000    0.000    0.000    0.000 logging_and_warnings.py:82(_modify_patch_state_if_necessary)
       10    0.000    0.000    0.000    0.000 instrumentation.py:254(_collection_impl_keys)
        2    0.000    0.000    0.000    0.000 shellapp.py:127(__init__)
       80    0.000    0.000    0.000    0.000 argparse.py:204(__init__)
        3    0.000    0.000    0.000    0.000 repr.py:36(auto)
       60    0.000    0.000    0.000    0.000 base.py:1033(in_transaction)
        1    0.000    0.000    0.000    0.000 run_outputs.py:1(<module>)
        3    0.000    0.000    0.000    0.000 models.py:405(__init__)
        1    0.000    0.000    0.000    0.000 _bicluster.py:360(SpectralBiclustering)
        1    0.000    0.000    0.000    0.000 _kmeans.py:1192(KMeans)
        1    0.000    0.000    0.000    0.000 _classes.py:1114(DecisionTreeRegressor)
        1    0.000    0.000    0.000    0.000 url.py:152(create)
       92    0.000    0.000    0.000    0.000 markers.py:272(get_fillstyle)
       10    0.000    0.000    0.000    0.000 parallel.py:589(__init__)
        3    0.000    0.000    0.000    0.000 ssl.py:569(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
        1    0.000    0.000    0.000    0.000 __init__.py:745(DistributionFinder)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
        1    0.000    0.000    0.000    0.000 pygen.py:1(<module>)
       23    0.000    0.000    0.000    0.000 fixtures.py:1226(__post_init__)
        1    0.000    0.000    0.000    0.000 _interpolate.py:596(_PPolyBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:688(subgridspec)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2907(_icdf_dispatch)
        1    0.000    0.000    0.000    0.000 nodes.py:499(Collector)
       46    0.000    0.000    0.000    0.000 c_lexer.py:703(<lambda>)
       10    0.000    0.000    0.000    0.000 mapper.py:2784(_pk_keys_by_table)
        1    0.000    0.000    0.000    0.000 _linalg.py:99(SVDResult)
        7    0.000    0.000    0.000    0.000 _generics.py:210(get_standard_typevars_map)
        1    0.000    0.000    0.000    0.000 model_version_status.py:4(ModelVersionStatus)
        1    0.000    0.000    0.000    0.000 _rgi.py:59(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4579(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 pairwise.py:19(ValueDifferenceMetric)
        1    0.000    0.000    0.000    0.000 javascript.py:179(KalLexer)
        9    0.000    0.000    0.000    0.000 array.py:310(__init__)
      110    0.000    0.000    0.000    0.000 axis.py:310(<genexpr>)
        1    0.000    0.000    0.000    0.000 weakref.py:53(_cb)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        2    0.000    0.000    0.000    0.000 _metadata_requests.py:160(_routing_enabled)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Image.py:678(_new)
        1    0.000    0.000    0.000    0.000 pprint.py:59(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 model.py:561(unknown_type)
       10    0.000    0.000    0.000    0.000 reflection.py:726(<genexpr>)
       33    0.000    0.000    0.000    0.000 _parser.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydoc.py:629(HTMLDoc)
       16    0.000    0.000    0.000    0.000 specifiers.py:840(__str__)
        1    0.000    0.000    0.000    0.000 construction.py:405(_check_values_indices_shape_match)
        1    0.000    0.000    0.000    0.000 figure.py:972(clear)
        1    0.000    0.000    0.000    0.000 relationships.py:2266(JoinCondition)
        3    0.000    0.000    0.000    0.000 base.py:2885(_db_plus_owner_listing)
        2    0.000    0.000    0.000    0.000 app.py:58(has_focus)
      126    0.000    0.000    0.000    0.000 cursor.py:1021(soft_close)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 _shrunk_covariance.py:467(LedoitWolf)
       24    0.000    0.000    0.000    0.000 _base.py:3101(<genexpr>)
      102    0.000    0.000    0.000    0.000 base.py:5154(_values)
       20    0.000    0.000    0.000    0.000 metric_value_conversion_utils.py:37(convert_metric_value_to_float_if_possible)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 compiler.py:2689(visit_textclause)
       20    0.000    0.000    0.000    0.000 session.py:4852(_dirty_states)
       65    0.000    0.000    0.000    0.000 results.py:312(__bool__)
       10    0.000    0.000    0.000    0.000 putmask.py:115(extract_bool_array)
        1    0.000    0.000    0.000    0.000 _ridge.py:2604(RidgeCV)
        1    0.000    0.000    0.000    0.000 strdispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        6    0.000    0.000    0.000    0.000 version.py:1027(is_devrelease)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 javascript.py:424(DartLexer)
       29    0.000    0.000    0.000    0.000 operators.py:1965(comparison_op)
        1    0.000    0.000    0.000    0.000 queue.py:89(__init__)
        1    0.000    0.000    0.000    0.000 ranges.py:59(Range)
      100    0.000    0.000    0.000    0.000 specifiers.py:813(version)
      108    0.000    0.000    0.000    0.000 mapper.py:1595(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 poolmanager.py:388(_merge_pool_kwargs)
        2    0.000    0.000    0.000    0.000 configparser.py:1125(_handle_option)
        1    0.000    0.000    0.000    0.000 base.py:1330(MySQLCompiler)
        1    0.000    0.000    0.000    0.000 _data.py:2278(Binarizer)
        1    0.000    0.000    0.000    0.000 prefilter.py:485(AutocallChecker)
       11    0.000    0.000    0.000    0.000 loader.py:345(__setitem__)
        6    0.000    0.000    0.000    0.000 gridspec.py:216(_normalize)
        1    0.000    0.000    0.000    0.000 lazy_load.py:1(<module>)
        1    0.000    0.000    0.000    0.000 training.py:239(_PackedBooster)
      120    0.000    0.000    0.000    0.000 metric.py:54(step)
       94    0.000    0.000    0.000    0.000 patches.py:821(rotation_point)
        6    0.000    0.000    0.000    0.000 ipapp.py:99(<lambda>)
       12    0.000    0.000    0.000    0.000 source_type.py:24(to_string)
       30    0.000    0.000    0.000    0.000 schema.py:980(<genexpr>)
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
      111    0.000    0.000    0.000    0.000 multiarray.py:710(result_type)
       90    0.000    0.000    0.000    0.000 version.py:911(pre)
        1    0.000    0.000    0.000    0.000 model_config.py:1(<module>)
        5    0.000    0.000    0.000    0.000 model.py:351(__init__)
        3    0.000    0.000    0.000    0.000 traitlets.py:2748(__init__)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:290(expandvars)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
       18    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2245(UserFrustration)
        1    0.000    0.000    0.000    0.000 _set_output.py:347(_SetOutputMixin)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
        1    0.000    0.000    0.000    0.000 cparser.py:180(_put_back_line_directives)
        1    0.000    0.000    0.000    0.000 compiler.py:6747(DDLCompiler)
        2    0.000    0.000    0.000    0.000 annotation.py:187(_annotate)
        1    0.000    0.000    0.000    0.000 PyColorize.py:393(Parser)
        1    0.000    0.000    0.000    0.000 descriptor.py:533(FieldDescriptor)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:527(_type_repr)
       52    0.000    0.000    0.000    0.000 mapper.py:907(entity)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8168(pareto_gen)
        2    0.000    0.000    0.000    0.000 collections.py:728(set_antialiased)
        1    0.000    0.000    0.000    0.000 javascript.py:33(JavascriptLexer)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:74(_from_ctypes_scalar)
       14    0.000    0.000    0.000    0.000 Image.py:3884(register_extension)
       33    0.000    0.000    0.000    0.000 python.py:228(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
       68    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 chebyshev.py:1918(Chebyshev)
        1    0.000    0.000    0.000    0.000 writeonly.py:150(WriteOnlyAttributeImpl)
        1    0.000    0.000    0.000    0.000 _mmio.py:248(MMFile)
       58    0.000    0.000    0.000    0.000 result.py:1693(_attributes)
        1    0.000    0.000    0.000    0.000 client.py:514(_set_telemetry_client)
        2    0.000    0.000    0.000    0.000 environment_variables.py:35(unset)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 subprocess.py:701(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 _variance_threshold.py:15(VarianceThreshold)
        1    0.000    0.000    0.000    0.000 exc.py:539(DBAPIError)
        1    0.000    0.000    0.000    0.000 collections.py:1502(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 functional_serializers.py:428(dec)
       54    0.000    0.000    0.000    0.000 multiarray.py:906(bincount)
        7    0.000    0.000    0.000    0.000 errors.py:113(__init__)
       10    0.000    0.000    0.000    0.000 dtypes.py:2093(__init__)
        2    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 ftp_artifact_repo.py:15(FTPArtifactRepository)
        6    0.000    0.000    0.000    0.000 transforms.py:982(intervaly)
       51    0.000    0.000    0.000    0.000 identity.py:48(_kill)
       32    0.000    0.000    0.000    0.000 specifiers.py:1600(__len__)
       16    0.000    0.000    0.000    0.000 context.py:618(_lead_mapper_entities)
       41    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        7    0.000    0.000    0.000    0.000 cast.py:1403(np_find_common_type)
       18    0.000    0.000    0.000    0.000 transforms.py:55(_make_str_method)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1510(_parse_into_values)
        6    0.000    0.000    0.000    0.000 logged_model_status.py:51(from_int)
        1    0.000    0.000    0.000    0.000 provider.py:164(reset)
        8    0.000    0.000    0.000    0.000 util.py:122(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:269(Tracer)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 loader.py:64(ArgumentParser)
       14    0.000    0.000    0.000    0.000 minidom.py:1509(_create_document)
      173    0.000    0.000    0.000    0.000 traitlets.py:3130(subclass_init)
       72    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        1    0.000    0.000    0.000    0.000 py313.py:12(wrap)
        9    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3631(_overrides)
        1    0.000    0.000    0.000    0.000 events.py:221(AbstractEventLoop)
        8    0.000    0.000    0.000    0.000 enum.py:1418(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 file_store.py:123(FileStore)
       73    0.000    0.000    0.000    0.000 relationships.py:2351(<genexpr>)
        2    0.000    0.000    0.000    0.000 enum.py:1720(global_enum)
        1    0.000    0.000    0.000    0.000 run_tag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry_utils.py:332(PromptCache)
        1    0.000    0.000    0.000    0.000 models.py:23(EmailStr)
        1    0.000    0.000    0.000    0.000 _compat.py:7(install)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mio5.py:516(VarWriter5)
        1    0.000    0.000    0.000    0.000 magics.py:39(TerminalMagics)
       52    0.000    0.000    0.000    0.000 cache_key.py:640(<genexpr>)
        6    0.000    0.000    0.000    0.000 base.py:435(_class_to_mapper)
       76    0.000    0.000    0.000    0.000 ticker.py:1792(tick_values)
        1    0.000    0.000    0.000    0.000 __init__.py:638(levy_stable_gen)
        4    0.000    0.000    0.000    0.000 naming.py:172(_column_added_to_pk_constraint)
      105    0.000    0.000    0.000    0.000 strategies.py:3431(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2484(ConversationalToolCallEfficiency)
        2    0.000    0.000    0.000    0.000 colorbar.py:594(_update_dividers)
        8    0.000    0.000    0.000    0.000 transforms.py:957(x1)
        1    0.000    0.000    0.000    0.000 python.py:641(_PythonConsoleLexerBase)
        1    0.000    0.000    0.000    0.000 _ridge.py:887(_BaseRidge)
        1    0.000    0.000    0.000    0.000 builtin_scorers.py:2639(ConversationalGuidelines)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4486(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 base_value.py:353(LazyValueWrapper)
        5    0.000    0.000    0.000    0.000 core_schema.py:4452(__getattr__)
        1    0.000    0.000    0.000    0.000 entity_type.py:1(<module>)
        4    0.000    0.000    0.000    0.000 range.py:483(_view)
       10    0.000    0.000    0.000    0.000 _classification.py:67(_check_zero_division)
       18    0.000    0.000    0.000    0.000 model.py:336(force_the_name)
        1    0.000    0.000    0.000    0.000 font_manager.py:588(FontProperties)
        1    0.000    0.000    0.000    0.000 patches.py:1570(CirclePolygon)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1722(_identify_parameterization)
        6    0.000    0.000    0.000    0.000 _collections.py:350(__init__)
        6    0.000    0.000    0.000    0.000 {method 'create_function' of 'sqlite3.Connection' objects}
      133    0.000    0.000    0.000    0.000 schema.py:756(name)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pls.py:903(PLSSVD)
        1    0.000    0.000    0.000    0.000 impl.py:91(DefaultImpl)
        4    0.000    0.000    0.000    0.000 core.py:5954(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 gateway_guardrail.py:97(GatewayGuardrailConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:223(ConcurrentMultiSpanProcessor)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4708(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _ridge.py:2793(RidgeClassifierCV)
        1    0.000    0.000    0.000    0.000 _univariate_selection.py:1062(GenericUnivariateSelect)
        1    0.000    0.000    0.000    0.000 python_api.py:535(ApproxDecimal)
        1    0.000    0.000    0.000    0.000 state_changes.py:31(_StateChangeState)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
        4    0.000    0.000    0.000    0.000 base_parser.py:610(_set_noconvert_dtype_columns)
       13    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2044(_preserve_type)
        3    0.000    0.000    0.000    0.000 figure.py:3339(<lambda>)
       70    0.000    0.000    0.000    0.000 metric.py:59(model_id)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
